path,score
https://www.nerdstickers.com.br/todos/im-watching-you/,"(61, 38)"
https://www.nerdstickers.com.br/todos/back-to-the-80s/,"(71, 38)"
https://www.nerdstickers.com.br/todos/hackintosh-i/,"(72, 38)"
https://www.nerdstickers.com.br/todos/cs-go-2/,"(77, 38)"
https://www.nerdstickers.com.br/todos/adesivo-eat-coffee-code/,"(55, 38)"
https://www.nerdstickers.com.br/todos/im-watching-you/,"(61, 38)"
https://www.nerdstickers.com.br/todos/erro-aleatorio/,"(66, 38)"
https://www.nerdstickers.com.br/todos/energy/,"(76, 38)"
https://www.nerdstickers.com.br/todos/bicycle-sunset/,"(62, 38)"
https://www.nerdstickers.com.br/todos/cmmc/,"(74, 38)"
https://www.nerdstickers.com.br/todos/galactic-empire-star-wars/,"(51, 38)"
https://www.nerdstickers.com.br/todos/barn-owl/,"(71, 38)"
https://www.nerdstickers.com.br/todos/astrocat/,"(72, 38)"
https://www.nerdstickers.com.br/todos/science/,"(72, 38)"
https://www.nerdstickers.com.br/todos/anchor/,"(76, 38)"
https://www.nerdstickers.com.br/todos/may-stack-overflow/,"(61, 38)"
https://www.nerdstickers.com.br/todos/hackintosh-i/,"(72, 38)"
https://www.nerdstickers.com.br/todos/adesivo-yoda-macbook/,"(54, 38)"
https://www.nerdstickers.com.br/todos/im-watching-you/,"(61, 38)"
https://www.nerdstickers.com.br/todos/vegeta-super-sayajin/,"(58, 38)"
